AREFNO,Borough,Boro,Easting,Northing,CREFNO,Casualty Class,Casualty Sex,Casualty Age (Banded),Casualty Age,No. of Casualties,Casualty Severity,Ped. Location,Ped. Movement,Mode of Travel, 
0114CP00192,CITY OF LONDON,0,532980,180950,1,3 Pedestrian,2 Female,25-59,43,1,3 Slight,04 Crossing Road Within 50m Xing,9 Unknown Or Other,1 Pedestrian, 
0114CP00193,CITY OF LONDON,0,532430,180830,1,1 Driver/Rider,1 Male,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00194,CITY OF LONDON,0,531560,181560,1,1 Driver/Rider,2 Female,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114CP00195,CITY OF LONDON,0,531900,181360,1,1 Driver/Rider,2 Female,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00196,CITY OF LONDON,0,531420,181560,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00197,CITY OF LONDON,0,532180,181040,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114CP00198,CITY OF LONDON,0,532630,181270,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114CP00199,CITY OF LONDON,0,533340,181740,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00200,CITY OF LONDON,0,532090,181830,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00201,CITY OF LONDON,0,533310,180980,1,3 Pedestrian,2 Female,16-24,22,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian, 
0114CP00202,CITY OF LONDON,0,531930,181100,1,3 Pedestrian,1 Male,25-59,42,1,3 Slight,04 Crossing Road Within 50m Xing,9 Unknown Or Other,1 Pedestrian, 
0114CP00203,CITY OF LONDON,0,532590,180910,1,3 Pedestrian,1 Male,60+,74,1,2 Serious,04 Crossing Road Within 50m Xing,4 From Drivers O/Side Msk,1 Pedestrian, 
0114CP00204,CITY OF LONDON,0,532710,181550,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114CP00205,CITY OF LONDON,0,532700,181110,1,1 Driver/Rider,1 Male,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114CP00206,CITY OF LONDON,0,533270,181570,1,3 Pedestrian,1 Male,25-59,47,1,3 Slight,04 Crossing Road Within 50m Xing,3 From Drivers O/Side,1 Pedestrian, 
0114CP00207,CITY OF LONDON,0,532700,181110,2,3 Pedestrian,1 Male,25-59,29,1,3 Slight,07 On Refuge,9 Unknown Or Other,1 Pedestrian, 
0114CP00207,CITY OF LONDON,0,532700,181110,1,1 Driver/Rider,1 Male,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0114CP00207,CITY OF LONDON,0,532700,181110,3,3 Pedestrian,2 Female,25-59,28,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian, 
0114CP00208,CITY OF LONDON,0,533250,180650,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00209,CITY OF LONDON,0,532740,181650,1,1 Driver/Rider,1 Male,60+,63,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00210,CITY OF LONDON,0,532400,181000,1,1 Driver/Rider,1 Male,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00211,CITY OF LONDON,0,532250,181200,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00212,CITY OF LONDON,0,532970,180950,1,1 Driver/Rider,1 Male,25-59,37,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114CP00213,CITY OF LONDON,0,532565,181191,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00214,CITY OF LONDON,0,531720,181440,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00215,CITY OF LONDON,0,533360,181010,1,1 Driver/Rider,1 Male,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00216,CITY OF LONDON,0,533310,180980,1,1 Driver/Rider,2 Female,25-59,35,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00218,CITY OF LONDON,0,532700,181110,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0114CP00218,CITY OF LONDON,0,532700,181110,2,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114CP00219,CITY OF LONDON,0,532360,181560,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00220,CITY OF LONDON,0,531680,181570,1,3 Pedestrian,2 Female,25-59,44,1,3 Slight,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian, 
0114CP00221,CITY OF LONDON,0,533280,181380,1,3 Pedestrian,1 Male,25-59,27,1,1 Fatal,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian, 
0114CP00222,CITY OF LONDON,0,532850,180760,1,3 Pedestrian,1 Male,60+,67,1,3 Slight,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian, 
0114CP00223,CITY OF LONDON,0,531380,180830,1,3 Pedestrian,1 Male,25-59,30,1,3 Slight,01 Crossing Road On Ped Xing,9 Unknown Or Other,1 Pedestrian, 
0114CP00224,CITY OF LONDON,0,533610,181180,1,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114CP00225,CITY OF LONDON,0,531750,181660,1,3 Pedestrian,2 Female,25-59,30,1,2 Serious,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian, 
0114CP00227,CITY OF LONDON,0,532480,181150,1,3 Pedestrian,2 Female,Unknown,0,1,3 Slight,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
0114CP00228,CITY OF LONDON,0,533600,181180,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114CP00229,CITY OF LONDON,0,531600,181340,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00230,CITY OF LONDON,0,532900,181110,1,3 Pedestrian,1 Male,25-59,26,1,3 Slight,04 Crossing Road Within 50m Xing,9 Unknown Or Other,1 Pedestrian, 
0114CP00231,CITY OF LONDON,0,533380,180710,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114CP00232,CITY OF LONDON,0,531600,181360,1,1 Driver/Rider,1 Male,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114CP00233,CITY OF LONDON,0,533070,181240,1,3 Pedestrian,1 Male,25-59,35,1,3 Slight,01 Crossing Road On Ped Xing,4 From Drivers O/Side Msk,1 Pedestrian, 
0114CP00233,CITY OF LONDON,0,533070,181240,2,1 Driver/Rider,1 Male,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114CP00234,CITY OF LONDON,0,532520,181140,1,1 Driver/Rider,1 Male,25-59,29,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00235,CITY OF LONDON,0,532980,180950,1,3 Pedestrian,2 Female,25-59,27,1,2 Serious,04 Crossing Road Within 50m Xing,9 Unknown Or Other,1 Pedestrian, 
0114CP00237,CITY OF LONDON,0,533330,180710,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114CP00239,CITY OF LONDON,0,532800,180940,2,1 Driver/Rider,1 Male,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00239,CITY OF LONDON,0,532800,180940,1,1 Driver/Rider,2 Female,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00240,CITY OF LONDON,0,531640,181090,1,3 Pedestrian,2 Female,60+,60,1,3 Slight,01 Crossing Road On Ped Xing,9 Unknown Or Other,1 Pedestrian, 
0114CP00241,CITY OF LONDON,0,531020,181610,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114CP00242,CITY OF LONDON,0,532090,182010,1,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00242,CITY OF LONDON,0,532090,182010,2,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00243,CITY OF LONDON,0,532840,180670,1,1 Driver/Rider,1 Male,25-59,28,1,1 Fatal,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00244,CITY OF LONDON,0,533370,181900,1,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114CP00245,CITY OF LONDON,0,531710,181450,1,1 Driver/Rider,2 Female,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00246,CITY OF LONDON,0,533073,181458,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00247,CITY OF LONDON,0,532700,181110,1,1 Driver/Rider,2 Female,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00248,CITY OF LONDON,0,531630,181170,1,3 Pedestrian,2 Female,16-24,18,1,3 Slight,01 Crossing Road On Ped Xing,9 Unknown Or Other,1 Pedestrian, 
0114CP00249,CITY OF LONDON,0,533290,181610,1,2 Passenger,2 Female,0-15,3,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0114CP00250,CITY OF LONDON,0,531640,181170,1,2 Passenger,1 Male,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0114CP00251,CITY OF LONDON,0,533060,181500,1,3 Pedestrian,2 Female,25-59,29,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
0114CP00252,CITY OF LONDON,0,532910,181110,1,1 Driver/Rider,1 Male,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00253,CITY OF LONDON,0,532710,181540,1,1 Driver/Rider,1 Male,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0114CP00255,CITY OF LONDON,0,531650,180930,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00256,CITY OF LONDON,0,533040,181130,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00257,CITY OF LONDON,0,531800,180830,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114CP00258,CITY OF LONDON,0,532920,180850,1,3 Pedestrian,1 Male,25-59,38,1,3 Slight,04 Crossing Road Within 50m Xing,9 Unknown Or Other,1 Pedestrian, 
0114CP00259,CITY OF LONDON,0,531620,181100,1,3 Pedestrian,1 Male,Unknown,0,1,2 Serious,09 In Road - Not Crossing,9 Unknown Or Other,1 Pedestrian, 
0114CP00262,CITY OF LONDON,0,533250,181530,1,3 Pedestrian,2 Female,25-59,41,1,3 Slight,04 Crossing Road Within 50m Xing,9 Unknown Or Other,1 Pedestrian, 
0114CP00263,CITY OF LONDON,0,531630,181170,1,3 Pedestrian,2 Female,25-59,49,1,3 Slight,01 Crossing Road On Ped Xing,4 From Drivers O/Side Msk,1 Pedestrian, 
0114CP00264,CITY OF LONDON,0,533740,180490,1,3 Pedestrian,2 Female,60+,64,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
0114CP00266,CITY OF LONDON,0,531650,180870,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00267,CITY OF LONDON,0,532870,180830,1,3 Pedestrian,1 Male,16-24,23,1,3 Slight,01 Crossing Road On Ped Xing,4 From Drivers O/Side Msk,1 Pedestrian, 
0114CP00268,CITY OF LONDON,0,532700,181110,1,2 Passenger,1 Male,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114CP00268,CITY OF LONDON,0,532700,181110,2,2 Passenger,1 Male,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114CP00269,CITY OF LONDON,0,532960,180960,1,1 Driver/Rider,2 Female,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00270,CITY OF LONDON,0,531670,180930,1,1 Driver/Rider,2 Female,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00272,CITY OF LONDON,0,532760,180720,1,1 Driver/Rider,2 Female,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00273,CITY OF LONDON,0,532710,181540,1,1 Driver/Rider,1 Male,25-59,53,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00274,CITY OF LONDON,0,532400,181320,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00274,CITY OF LONDON,0,532400,181320,2,3 Pedestrian,1 Male,25-59,47,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
0114CP00275,CITY OF LONDON,0,532700,181550,1,1 Driver/Rider,1 Male,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00276,CITY OF LONDON,0,531520,180980,1,2 Passenger,2 Female,60+,63,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0114CP00277,CITY OF LONDON,0,533060,181230,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00278,CITY OF LONDON,0,532300,181080,1,3 Pedestrian,2 Female,25-59,33,1,3 Slight,09 In Road - Not Crossing,7 In Rd Facing Traffic,1 Pedestrian, 
0114CP00279,CITY OF LONDON,0,533260,180620,1,1 Driver/Rider,1 Male,25-59,34,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00280,CITY OF LONDON,0,533460,181290,2,3 Pedestrian,1 Male,25-59,34,1,3 Slight,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian, 
0114CP00280,CITY OF LONDON,0,533460,181290,1,1 Driver/Rider,1 Male,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114CP00282,CITY OF LONDON,0,532710,181540,1,3 Pedestrian,2 Female,25-59,42,1,3 Slight,04 Crossing Road Within 50m Xing,9 Unknown Or Other,1 Pedestrian, 
0114CP00283,CITY OF LONDON,0,532870,180830,1,2 Passenger,1 Male,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0114CP00285,CITY OF LONDON,0,531800,181400,2,3 Pedestrian,2 Female,25-59,29,1,3 Slight,07 On Refuge,9 Unknown Or Other,1 Pedestrian, 
0114CP00285,CITY OF LONDON,0,531800,181400,1,1 Driver/Rider,1 Male,16-24,23,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00286,CITY OF LONDON,0,531630,181170,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114CP00287,CITY OF LONDON,0,533560,181350,1,2 Passenger,2 Female,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114CP00289,CITY OF LONDON,0,531670,180930,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00290,CITY OF LONDON,0,532920,180860,3,2 Passenger,2 Female,25-59,59,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0114CP00290,CITY OF LONDON,0,532920,180860,1,2 Passenger,2 Female,60+,73,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0114CP00290,CITY OF LONDON,0,532920,180860,2,2 Passenger,2 Female,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0114CP00291,CITY OF LONDON,0,531750,181660,1,1 Driver/Rider,1 Male,25-59,40,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00292,CITY OF LONDON,0,532990,180950,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00293,CITY OF LONDON,0,533230,181490,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00294,CITY OF LONDON,0,532740,180880,1,3 Pedestrian,1 Male,25-59,31,1,3 Slight,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian, 
0114CP00295,CITY OF LONDON,0,531520,180990,1,1 Driver/Rider,1 Male,25-59,43,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114CP00296,CITY OF LONDON,0,532150,181230,1,3 Pedestrian,1 Male,Unknown,0,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
0114CP00297,CITY OF LONDON,0,531630,181170,1,1 Driver/Rider,2 Female,25-59,26,1,1 Fatal,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00298,CITY OF LONDON,0,533285,181593,1,3 Pedestrian,2 Female,Unknown,0,1,3 Slight,04 Crossing Road Within 50m Xing,2 From Drivers N/Side Msk,1 Pedestrian, 
0114CP00299,CITY OF LONDON,0,533200,180640,1,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00300,CITY OF LONDON,0,533250,180650,1,1 Driver/Rider,2 Female,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00301,CITY OF LONDON,0,532390,180990,1,1 Driver/Rider,1 Male,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00302,CITY OF LONDON,0,533250,181420,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00303,CITY OF LONDON,0,533320,181660,1,3 Pedestrian,2 Female,25-59,32,1,3 Slight,04 Crossing Road Within 50m Xing,9 Unknown Or Other,1 Pedestrian, 
0114CP00304,CITY OF LONDON,0,532930,181200,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00305,CITY OF LONDON,0,532690,181450,1,3 Pedestrian,1 Male,25-59,59,1,3 Slight,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian, 
0114CP00306,CITY OF LONDON,0,532730,181620,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114CP00306,CITY OF LONDON,0,532730,181620,2,3 Pedestrian,2 Female,16-24,22,1,3 Slight,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian, 
0114CP00307,CITY OF LONDON,0,532830,180660,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114CP00308,CITY OF LONDON,0,533030,181390,1,2 Passenger,2 Female,60+,72,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0114CP00309,CITY OF LONDON,0,533360,180710,1,1 Driver/Rider,1 Male,25-59,37,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00310,CITY OF LONDON,0,531630,181170,1,1 Driver/Rider,1 Male,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114CP00311,CITY OF LONDON,0,531880,181370,1,1 Driver/Rider,1 Male,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114CP00313,CITY OF LONDON,0,533080,181450,1,1 Driver/Rider,1 Male,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114CP00314,CITY OF LONDON,0,533300,181620,1,3 Pedestrian,1 Male,25-59,45,1,3 Slight,05 Crossing Road (Not On Xing),4 From Drivers O/Side Msk,1 Pedestrian, 
0114CP00315,CITY OF LONDON,0,531640,181170,2,3 Pedestrian,1 Male,25-59,31,1,3 Slight,04 Crossing Road Within 50m Xing,2 From Drivers N/Side Msk,1 Pedestrian, 
0114CP00315,CITY OF LONDON,0,531640,181170,1,1 Driver/Rider,2 Female,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114CP00316,CITY OF LONDON,0,531410,180810,1,1 Driver/Rider,1 Male,25-59,45,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114CP00317,CITY OF LONDON,0,531630,181170,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114CP00319,CITY OF LONDON,0,533310,181620,1,3 Pedestrian,2 Female,25-59,34,1,3 Slight,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian, 
0114CP00320,CITY OF LONDON,0,533290,180720,1,2 Passenger,2 Female,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0114CP00321,CITY OF LONDON,0,533070,181230,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00322,CITY OF LONDON,0,532440,180820,2,3 Pedestrian,2 Female,25-59,38,1,3 Slight,04 Crossing Road Within 50m Xing,9 Unknown Or Other,1 Pedestrian, 
0114CP00322,CITY OF LONDON,0,532440,180820,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114CP00323,CITY OF LONDON,0,532470,181210,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00323,CITY OF LONDON,0,532470,181210,2,1 Driver/Rider,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00324,CITY OF LONDON,0,532970,180950,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114CP00325,CITY OF LONDON,0,532200,180940,1,1 Driver/Rider,2 Female,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00326,CITY OF LONDON,0,531800,180830,1,1 Driver/Rider,1 Male,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00327,CITY OF LONDON,0,531880,181370,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00328,CITY OF LONDON,0,531520,181310,1,1 Driver/Rider,2 Female,25-59,28,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00329,CITY OF LONDON,0,533340,181700,1,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00330,CITY OF LONDON,0,532470,181150,1,2 Passenger,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0114CP00331,CITY OF LONDON,0,531410,181560,1,1 Driver/Rider,1 Male,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114CP00333,CITY OF LONDON,0,531780,180820,1,1 Driver/Rider,1 Male,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0114CP00334,CITY OF LONDON,0,531310,181570,1,2 Passenger,1 Male,60+,61,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0114CP00335,CITY OF LONDON,0,531600,181340,1,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00336,CITY OF LONDON,0,533670,180300,1,3 Pedestrian,1 Male,25-59,37,1,3 Slight,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian, 
0114CP00337,CITY OF LONDON,0,533330,181670,1,3 Pedestrian,1 Male,16-24,23,1,3 Slight,01 Crossing Road On Ped Xing,9 Unknown Or Other,1 Pedestrian, 
0114CP00337,CITY OF LONDON,0,533330,181670,2,3 Pedestrian,2 Female,25-59,36,1,3 Slight,01 Crossing Road On Ped Xing,9 Unknown Or Other,1 Pedestrian, 
0114CP00339,CITY OF LONDON,0,531850,181700,1,1 Driver/Rider,2 Female,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00340,CITY OF LONDON,0,533200,181420,1,3 Pedestrian,1 Male,16-24,24,1,3 Slight,04 Crossing Road Within 50m Xing,9 Unknown Or Other,1 Pedestrian, 
0114CP00342,CITY OF LONDON,0,532970,180950,1,2 Passenger,2 Female,25-59,27,1,2 Serious,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0114CP00343,CITY OF LONDON,0,532140,181620,1,3 Pedestrian,1 Male,25-59,49,1,2 Serious,01 Crossing Road On Ped Xing,9 Unknown Or Other,1 Pedestrian, 
0114CP00344,CITY OF LONDON,0,532470,181150,1,1 Driver/Rider,2 Female,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114CP00345,CITY OF LONDON,0,532840,181520,1,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0114CP00345,CITY OF LONDON,0,532840,181520,2,1 Driver/Rider,1 Male,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0114CP00346,CITY OF LONDON,0,532970,180950,1,1 Driver/Rider,1 Male,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00347,CITY OF LONDON,0,531820,180830,1,1 Driver/Rider,1 Male,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00348,CITY OF LONDON,0,532880,181510,1,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0114CP00349,CITY OF LONDON,0,533060,180670,1,1 Driver/Rider,2 Female,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0114CP00350,CITY OF LONDON,0,531600,181330,1,3 Pedestrian,2 Female,25-59,28,1,2 Serious,01 Crossing Road On Ped Xing,9 Unknown Or Other,1 Pedestrian, 
